choice_id,label,choice_group,option_key,menu_text,sets_state,apply_effects_raw,effects_mapped,jump_to,source_file,line_number,has_dag_choice_tag,has_dag_branch_tag,stat_effects_known,confidence
choice_0080,stern_chain_1,stern_chain_1_menu_1,shed_suspicion_break_chain,"Lower my head and act like a simple, stupid country girl. [[Shed Suspicion / Break Chain]]",,"apply_effects(stern_susp=-10, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""-10""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,94,True,False,yes,medium
choice_0081,stern_chain_1,stern_chain_1_menu_1,lean_into_tension_progress_chain,"Explain the geometry of the fold, meeting her gaze. [[Lean Into Tension / Progress Chain]]",,"apply_effects(stern_susp=15, insp=15, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""15"", ""stern_acute_susp_delta"": ""15""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,108,True,False,yes,medium
choice_0082,stern_chain_2,stern_chain_2_menu_1,shed_suspicion_break_chain,Apologize and call it a spelling exercise. [[Shed Suspicion / Break Chain]],,"apply_effects(stern_susp=-10, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""-10""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,158,True,False,yes,medium
choice_0083,stern_chain_2,stern_chain_2_menu_1,progress_chain,Hold the notebook tight. Read her a scandalous anonymous passage. [[Progress Chain]],,"apply_effects(stern_susp=20, insp=20, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""20"", ""stern_acute_susp_delta"": ""20""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,171,True,False,yes,medium
choice_0084,stern_chain_3,stern_chain_3_menu_1,shed_suspicion_break_chain,Pretend to see only rubbish. [[Shed Suspicion / Break Chain]],,"apply_effects(stern_susp=-15, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""-15""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,223,True,False,yes,medium
choice_0085,stern_chain_3,stern_chain_3_menu_1,progress_chain_level_4_tease,"Audit the stubs, stepping into her personal space. [[Progress Chain / Level 4 Tease]]",,"apply_effects(stern_susp=20, insp=20, corr=20)","{""corruption_delta"": ""20"", ""inspiration_delta"": ""20"", ""stern_acute_susp_delta"": ""20""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,237,True,False,yes,medium
choice_0086,missy_chain_1,missy_chain_1_menu_1,shed_suspicion_break_chain,Help her stitch it silently. Comfort her. [[Shed Suspicion / Break Chain]],,"apply_effects(missy_susp=-10, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""missy_acute_susp_delta"": ""-10""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,302,True,False,yes,medium
choice_0087,missy_chain_1,missy_chain_1_menu_1,progress_chain,"Stroke her cheek, questioning her with tender, quiet romance. [[Progress Chain]]",,"apply_effects(missy_susp=10, insp=10, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""10"", ""missy_acute_susp_delta"": ""10""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,317,True,False,yes,medium
choice_0088,missy_chain_2,missy_chain_2_menu_1,shed_suspicion_break_chain,Tell her to keep quiet for her own safety. [[Shed Suspicion / Break Chain]],,"apply_effects(missy_susp=-15, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""missy_acute_susp_delta"": ""-15""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,365,True,False,yes,medium
choice_0089,missy_chain_2,missy_chain_2_menu_1,progress_chain,"Press her chest-to-chest in the dark, whispering with sensual agency. [[Progress Chain]]",,"apply_effects(missy_susp=15, insp=15, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""15"", ""missy_acute_susp_delta"": ""15""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,378,True,False,yes,medium
choice_0090,missy_chain_3,missy_chain_3_menu_1,shed_suspicion_break_chain,Apologize. Tear the page. Beg her forgiveness. [[Shed Suspicion / Break Chain]],,"apply_effects(missy_susp=-20, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""missy_acute_susp_delta"": ""-20""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,426,True,False,yes,medium
choice_0091,missy_chain_3,missy_chain_3_menu_1,progress_chain_level_3_climax,"Defend the writing, unlacing her outer maid apron with deep romantic trust. [[Progress Chain / Level 3 Climax]]",,"apply_effects(missy_susp=20, insp=20, corr=20)","{""corruption_delta"": ""20"", ""inspiration_delta"": ""20"", ""missy_acute_susp_delta"": ""20""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,440,True,False,yes,medium
choice_0092,vance_chain_1,vance_chain_1_menu_1,shed_suspicion_break_chain,Return it silently with a perfect maid's bow. [[Shed Suspicion / Break Chain]],,"apply_effects(vance_susp=-10, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-10""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,501,True,False,yes,medium
choice_0093,vance_chain_1,vance_chain_1_menu_1,progress_chain,"Cover it with my shoe, sliding it into my apron. [[Progress Chain]]",,"apply_effects(vance_susp=15, insp=15, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""15"", ""vance_acute_susp_delta"": ""15""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,516,True,False,yes,medium
choice_0094,vance_chain_2,vance_chain_2_menu_1,shed_suspicion_break_chain,Slip past silently in the shadows. [[Shed Suspicion / Break Chain]],,"apply_effects(vance_susp=-15, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-15""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,554,True,False,yes,medium
choice_0095,vance_chain_2,vance_chain_2_menu_1,progress_chain,Confront her. Wipe a tear with my rough thumb. [[Progress Chain]],,"apply_effects(vance_susp=15, insp=20, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""20"", ""vance_acute_susp_delta"": ""15""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,563,True,False,yes,medium
choice_0096,vance_chain_3,vance_chain_3_menu_1,shed_suspicion_break_chain,Play the simple country potato maid. [[Shed Suspicion / Break Chain]],,"apply_effects(vance_susp=-20, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-20""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,617,True,False,yes,medium
choice_0097,vance_chain_3,vance_chain_3_menu_1,progress_chain_level_4_tease,"Audit her collar marks, cornering her against the vanity. [[Progress Chain / Level 4 Tease]]",,"apply_effects(vance_susp=20, insp=20, corr=20)","{""corruption_delta"": ""20"", ""inspiration_delta"": ""20"", ""vance_acute_susp_delta"": ""20""}",advance_after_confrontation,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/shared/story_chains_non_canon.rpy,630,True,False,yes,medium
