choice_id,label,choice_group,option_key,menu_text,sets_state,apply_effects_raw,effects_mapped,jump_to,source_file,line_number,has_dag_choice_tag,has_dag_branch_tag,stat_effects_known,confidence
choice_0082,day104_4_missy_repair,day104_4_missy_repair_menu_1,guarded_distance,Keep the truth. Offer a coward's comfort. [[Guarded Distance]],"story.set_missy_day4_repair_state(""comfort_lie"")","apply_effects(missy_susp=-10, insp=0, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""0"", ""missy_acute_susp_delta"": ""-10""}",day104_6_false_dawn_ending,main-game/non-prod-game/game/days/day104_non_canon.rpy,746,True,False,yes,medium
choice_0083,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,observer_muse,To finish the book. [[Observer / Muse]],,,,day105_4_motivation_observer,main-game/non-prod-game/game/days/day105_non_canon.rpy,346,True,False,unknown,medium
choice_0084,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,predator_protégé,To stand where you stand. [[Predator / Protégé]],,,,day105_4_motivation_predator,main-game/non-prod-game/game/days/day105_non_canon.rpy,351,True,False,unknown,medium
choice_0085,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,prey_adversary,"Because you frightened me, and I needed something that frightened you back. [[Prey / Adversary]]",,,,day105_4_motivation_prey,main-game/non-prod-game/game/days/day105_non_canon.rpy,356,True,False,unknown,medium
choice_0086,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,ghost_witness,Because people like you survive by not being seen. [[Ghost / Witness]],,,,day105_4_motivation_ghost,main-game/non-prod-game/game/days/day105_non_canon.rpy,361,True,False,unknown,medium
choice_0087,day105_5_gideon_marks_cora,day105_5_gideon_marks_cora_menu_1,pragmatic_entanglement,Take it. Survival first. [[Pragmatic entanglement]],"story.set_gideon_entanglement_level(""accepted_money"")","apply_effects(insp=5, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""5""}",,main-game/non-prod-game/game/days/day105_non_canon.rpy,666,True,False,yes,medium
choice_0088,day105_5_gideon_marks_cora,day105_5_gideon_marks_cora_menu_1,defiant_poverty,Refuse it. Keep one clean line. [[Defiant poverty]],"story.set_gideon_entanglement_level(""refused_money"")","apply_effects(vance_susp=5, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""vance_acute_susp_delta"": ""5""}",,main-game/non-prod-game/game/days/day105_non_canon.rpy,682,True,False,yes,medium
choice_0089,day105_5_gideon_marks_cora,day105_5_gideon_marks_cora_menu_1,ghost_option,"Leave it untouched, but remember where he placed it. [[Ghost option]]","story.set_gideon_entanglement_level(""deferred_money"")","apply_effects(vance_susp=-5, insp=5, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-5""}",day105_6_manuscript_reckoning,main-game/non-prod-game/game/days/day105_non_canon.rpy,700,True,False,yes,medium
choice_0090,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_1,Render label-based book1 prose: day2_chapter (predator + trust break),,,,test_day2_render_book1_day2_predator,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,29,True,False,unknown,medium
choice_0091,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_2,Render label-based book1 prose: day2_chapter (ghost + stern/missy pressure),,,,test_day2_render_book1_day2_ghost,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,34,True,False,unknown,medium
choice_0092,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_3,Render label-based book1 prose: day2_chapter (prey + partial confession),,,,test_day2_render_book1_day2_prey,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,39,True,False,unknown,medium
choice_0093,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_4,Render book1 event: day1_chapter,,,,test_book1_render_day1_chapter,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,44,True,False,unknown,medium
choice_0094,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_5,Render book1 event: day3_chapter,,,,test_book1_render_day3_chapter,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,49,True,False,unknown,medium
choice_0095,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_6,Render book1 event: day4_triumphant_chapter,,,,test_book1_render_day4_triumphant_chapter,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,54,True,False,unknown,medium
choice_0096,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_7,Render book1 event: day5_reckoning_chapter,,,,test_book1_render_day5_reckoning_chapter,main-game/non-prod-game/game/days/test_day2_writing_non_canon.rpy,59,True,False,unknown,medium
choice_0097,stern_chain_1,stern_chain_1_menu_1,shed_suspicion_break_chain,"Lower my head and act like a simple, stupid country girl. [[Shed Suspicion / Break Chain]]",,"apply_effects(stern_susp=-10, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""-10""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,130,True,False,yes,medium
choice_0098,stern_chain_1,stern_chain_1_menu_1,lean_into_tension_progress_chain,"Explain the geometry of the fold, meeting her gaze. [[Lean Into Tension / Progress Chain]]",,"apply_effects(stern_susp=15, insp=15, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""15"", ""stern_acute_susp_delta"": ""15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,144,True,False,yes,medium
choice_0099,stern_chain_2,stern_chain_2_menu_1,shed_suspicion_break_chain,Apologize and call it a spelling exercise. [[Shed Suspicion / Break Chain]],,"apply_effects(stern_susp=-10, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""-10""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,194,True,False,yes,medium
choice_0100,stern_chain_2,stern_chain_2_menu_1,progress_chain,Hold the notebook tight. Read her a scandalous anonymous passage. [[Progress Chain]],,"apply_effects(stern_susp=20, insp=20, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""20"", ""stern_acute_susp_delta"": ""20""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,207,True,False,yes,medium
choice_0101,stern_chain_3,stern_chain_3_menu_1,shed_suspicion_lost_opportunity_safe_option_but_,"Play the blind servant, turning away from her gaze. [[Shed Suspicion / Lost Opportunity: Safe option, but you lose this climax forever.]]",,"apply_effects(stern_susp=-15, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""-15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,259,True,False,yes,medium
choice_0102,stern_chain_3,stern_chain_3_menu_1,climax_2_2_spice_spikes_suspicion_25_and_corrupt,"Seize the one-time opportunity: Step into her space and audit the stubs. [[Climax: 2.2 Spice. Spikes Suspicion (+25) and Corruption (+20), raising Anxiety. Requires: Anxiety < 75 and Stern Suspicion < 80]]",,"apply_effects(stern_susp=25, insp=20, corr=20)","{""corruption_delta"": ""20"", ""inspiration_delta"": ""20"", ""stern_acute_susp_delta"": ""25""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,273,True,False,yes,medium
choice_0103,stern_chain_3,stern_chain_3_menu_1,locked_anxiety_too_high_75_or_suspicion_too_high,Seize the one-time opportunity... [[Locked: Anxiety too high (>= 75) or Suspicion too high (>= 80). Choosing this would trigger an immediate breakdown or public dismissal.]],,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,306,True,False,unknown,medium
choice_0104,missy_chain_1,missy_chain_1_menu_1,shed_suspicion_break_chain,Help her stitch it silently. Comfort her. [[Shed Suspicion / Break Chain]],,"apply_effects(missy_susp=-10, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""missy_acute_susp_delta"": ""-10""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,349,True,False,yes,medium
choice_0105,missy_chain_1,missy_chain_1_menu_1,progress_chain,"Stroke her cheek, questioning her with tender, quiet romance. [[Progress Chain]]",,"apply_effects(missy_susp=10, insp=10, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""10"", ""missy_acute_susp_delta"": ""10""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,364,True,False,yes,medium
choice_0106,missy_chain_2,missy_chain_2_menu_1,shed_suspicion_break_chain,Tell her to keep quiet for her own safety. [[Shed Suspicion / Break Chain]],,"apply_effects(missy_susp=-15, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""missy_acute_susp_delta"": ""-15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,412,True,False,yes,medium
choice_0107,missy_chain_2,missy_chain_2_menu_1,progress_chain,"Press her chest-to-chest in the dark, whispering with sensual agency. [[Progress Chain]]",,"apply_effects(missy_susp=15, insp=15, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""15"", ""missy_acute_susp_delta"": ""15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,425,True,False,yes,medium
choice_0108,missy_chain_3,missy_chain_3_menu_1,shed_suspicion_lost_opportunity_safe_option_but_,"Tear the page and beg her forgiveness. [[Shed Suspicion / Lost Opportunity: Safe option, but you lose this climax forever.]]",,"apply_effects(missy_susp=-20, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""missy_acute_susp_delta"": ""-20""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,473,True,False,yes,medium
choice_0109,missy_chain_3,missy_chain_3_menu_1,climax_2_2_spice_spikes_suspicion_20_and_corrupt,"Seize the one-time opportunity: Defend the writing and unlace her apron. [[Climax: 2.2 Spice. Spikes Suspicion (+20) and Corruption (+20), raising Anxiety. Requires: Anxiety < 75 and Missy Suspicion < 80]]",,"apply_effects(missy_susp=20, insp=20, corr=20)","{""corruption_delta"": ""20"", ""inspiration_delta"": ""20"", ""missy_acute_susp_delta"": ""20""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,487,True,False,yes,medium
choice_0110,missy_chain_3,missy_chain_3_menu_1,locked_anxiety_too_high_75_or_suspicion_too_high,Seize the one-time opportunity... [[Locked: Anxiety too high (>= 75) or Suspicion too high (>= 80). Choosing this would trigger an immediate breakdown or public dismissal.]],,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,513,True,False,unknown,medium
choice_0111,vance_chain_1,vance_chain_1_menu_1,shed_suspicion_break_chain,Return it silently with a perfect maid's bow. [[Shed Suspicion / Break Chain]],,"apply_effects(vance_susp=-10, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-10""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,554,True,False,yes,medium
choice_0112,vance_chain_1,vance_chain_1_menu_1,progress_chain,"Cover it with my shoe, sliding it into my apron. [[Progress Chain]]",,"apply_effects(vance_susp=15, insp=15, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""15"", ""vance_acute_susp_delta"": ""15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,569,True,False,yes,medium
choice_0113,vance_chain_2,vance_chain_2_menu_1,shed_suspicion_break_chain,Slip past silently in the shadows. [[Shed Suspicion / Break Chain]],,"apply_effects(vance_susp=-15, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,607,True,False,yes,medium
choice_0114,vance_chain_2,vance_chain_2_menu_1,progress_chain,Confront her. Wipe a tear with my rough thumb. [[Progress Chain]],,"apply_effects(vance_susp=15, insp=20, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""20"", ""vance_acute_susp_delta"": ""15""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,616,True,False,yes,medium
choice_0115,vance_chain_3,vance_chain_3_menu_1,shed_suspicion_lost_opportunity_safe_option_but_,"Play the simple country maid to allay her fears. [[Shed Suspicion / Lost Opportunity: Safe option, but you lose this climax forever.]]",,"apply_effects(vance_susp=-20, insp=5, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-20""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,670,True,False,yes,medium
choice_0116,vance_chain_3,vance_chain_3_menu_1,climax_2_2_spice_spikes_suspicion_20_and_corrupt,"Seize the one-time opportunity: Corner her against the vanity and audit her collar marks. [[Climax: 2.2 Spice. Spikes Suspicion (+20) and Corruption (+20), raising Anxiety. Requires: Anxiety < 75 and Vance Suspicion < 80]]",,"apply_effects(vance_susp=20, insp=20, corr=20)","{""corruption_delta"": ""20"", ""inspiration_delta"": ""20"", ""vance_acute_susp_delta"": ""20""}",,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,683,True,False,yes,medium
choice_0117,vance_chain_3,vance_chain_3_menu_1,locked_anxiety_too_high_75_or_suspicion_too_high,Seize the one-time opportunity... [[Locked: Anxiety too high (>= 75) or Suspicion too high (>= 80). Choosing this would trigger an immediate breakdown or public dismissal.]],,,,,main-game/non-prod-game/game/shared/story_chains_non_canon.rpy,702,True,False,unknown,medium
